Echantillons;Etat;Var;Squalane;BetaCaryophyllene;AlphaCaryophyllene;Guaiol;gEudesmol;Bulnesol;AlphaBisabolol;Cannabinoide1;THV;Cannabinoide2;CBL;CBDCBC;D9THC;CBG;CBN;Nonacosane
LV013_2;Fibre;LV;4064940;0;829;0;0;0;0;1904;1165;4465;8640;795598;194586;4665;4000;51034
LV013_3;Fibre;LV;4031375;0;0;0;0;0;0;1823;1205;3736;8711;762234;187896;3997;181;48034
LV014_1;Fibre;LV;4034650;0;833;0;0;0;528;0;0;0;4576;591569;17980;2842;0;40087
LV014_2;Fibre;LV;3981593;0;730;0;0;0;0;0;0;796;5165;625964;18279;2688;0;39522
LV014_3;Fibre;LV;4003822;0;771;0;0;0;0;0;0;0;5001;631839;17123;2193;0;39507
LV015_1;Fibre;LV;4000309;890;1071;0;0;0;0;0;0;0;2654;707266;19562;7652;0;38921
LV015_2;Fibre;LV;3984745;1044;1577;0;0;0;0;0;0;0;2620;706698;19614;8153;0;38016
LV015_3;Fibre;LV;4019653;1014;1256;0;0;0;0;0;0;0;2649;731986;20611;7865;0;38472
US001_1;Fibre;US;3884871;0;0;0;0;0;0;0;0;0;0;66588;2895;0;0;13864
US001_2;Fibre;US;3881326;0;0;0;0;0;0;0;0;0;1050;63926;2626;0;0;11635
US001_3;Fibre;US;3863587;0;0;0;0;0;0;0;0;0;847;63906;2967;0;0;11392
US002_1;Fibre;US;3876949;0;0;0;0;0;0;0;0;0;1170;106709;2778;0;0;22777
US002_2;Fibre;US;3877473;0;713;0;0;0;0;0;0;0;1018;110126;2813;0;0;24817
US002_3;Fibre;US;3860837;0;0;0;0;0;0;0;0;0;748;104634;2921;0;0;23584
US003_1;Fibre;US;3863773;0;1019;0;0;0;0;710;0;0;1156;98044;1986;0;8832;27458
US003_2;Fibre;US;3819836;0;895;0;0;0;0;718;0;0;1297;92875;1667;0;0;23754
US003_3;Fibre;US;3815266;0;770;0;0;0;0;0;0;0;1385;96125;1601;0;0;26014
US004_1;Fibre;US;3900982;744;1401;0;0;0;0;0;0;0;1381;192713;4124;2424;0;29780
US004_2;Fibre;US;3901710;732;1353;0;0;0;0;0;0;0;1797;211519;4059;3496;0;32640
US005_1;Fibre;US;3965451;727;1288;0;0;0;0;872;0;0;2851;494537;9082;13471;0;19078
US005_2;Fibre;US;3928132;859;1247;0;0;0;0;1088;0;0;2520;490465;10319;14674;0;17044
US005_3;Fibre;US;4006000;735;1235;0;0;0;0;1243;0;0;2378;507481;12135;16434;0;18960
US006_1;Fibre;US;3967603;823;1504;0;0;0;0;0;0;0;0;2549;1064;0;0;16845
US006_2;Fibre;US;4002080;923;1594;0;0;0;0;0;0;0;0;1663;772;0;0;17706
US006_3;Fibre;US;3941360;786;1294;0;0;0;0;0;0;0;0;1153;0;0;0;15147
US007_1;Fibre;US;3874312;0;822;0;0;0;0;859;0;1346;3724;525013;8747;6648;0;25253
US007_2;Fibre;US;3973768;0;819;0;0;0;0;1026;0;1003;3871;542216;10409;6539;0;23333
US007_3;Fibre;US;3774580;753;963;0;0;0;0;992;0;1033;4450;541678;10341;6859;0;24381
US008_1;Fibre;US;3725547;902;1500;0;0;0;0;0;0;0;755;48479;1896;0;0;14007
US008_2;Fibre;US;3792271;841;1542;0;0;0;0;0;0;0;0;48515;1768;0;0;13020
US008_3;Fibre;US;3756154;0;1412;0;0;0;0;0;0;0;0;47776;1310;0;0;11389
US009_1;Fibre;US;3740397;920;1448;0;0;0;0;0;0;0;0;61284;1660;0;0;30310
US009_2;Fibre;US;3738686;909;1426;0;0;0;0;0;0;0;0;62890;1631;0;0;30167
US009_3;Fibre;US;3784059;909;1558;0;0;0;0;0;0;0;0;58897;1251;0;0;29009
US010_1;Fibre;US;3719254;737;1091;0;0;0;0;0;0;0;1554;74623;1292;0;0;22756
US010_2;Fibre;US;3760409;0;943;0;0;0;0;0;0;0;2103;70906;1250;0;0;23527
US010_3;Fibre;US;3763049;0;1028;0;0;0;0;0;0;0;1932;76590;1362;0;0;23419
US011_1;Fibre;US;3728315;823;1150;0;0;0;0;0;0;0;807;94856;1897;0;0;14635
US011_2;Fibre;US;3708745;0;1179;0;0;0;0;0;0;0;1078;85492;1607;0;0;7697
US011_3;Fibre;US;3666736;715;882;0;0;0;0;0;0;0;892;85125;1700;0;0;9276
US012_2;Fibre;US;3682141;917;1150;0;0;0;0;0;0;0;1170;218828;4782;4286;0;26186
US013_2;Fibre;US;3767405;845;1423;0;0;0;0;0;0;0;897;216573;5424;4243;0;25343
US014_1;Fibre;US;3752067;690;1358;0;0;0;0;0;0;0;1019;87759;2005;1412;0;35392
US014_2;Fibre;US;3749703;738;1340;0;0;0;0;0;0;0;1328;100845;1988;1304;0;37724
US014_3;Fibre;US;3764918;779;1291;0;0;0;0;0;0;0;827;95173;2057;1069;0;37256
US015_1;Fibre;US;3729988;0;1093;0;0;0;0;0;0;0;1633;452369;9547;9986;742;40575
US015_2;Fibre;US;3717186;680;809;0;0;0;0;747;0;712;1848;458883;11069;8155;0;39599
US015_3;Fibre;US;3726617;0;926;0;0;0;0;0;0;794;1516;470315;11149;9042;0;41111
FE001_1;Fibre;FE;2711952;867;1189;0;0;0;0;389;0;813;2283;328937;3075;2410;0;33436
FE001_2;Fibre;FE;2704062;828;1121;0;0;0;0;444;0;833;2632;321135;3427;3585;0;44620
FE001_3;Fibre;FE;2797603;765;1112;0;0;0;0;593;0;1128;2907;335928;3840;3422;0;36086
FE002_1;Fibre;FE;2610777;887;1225;0;0;0;0;580;224;1033;1977;315282;3840;2100;0;41482
FE002_2;Fibre;FE;2680672;1077;1174;0;0;0;0;724;337;1107;2208;336735;4573;2624;0;45578
FE002_3;Fibre;FE;2734789;1052;1060;0;0;0;0;770;252;756;1726;278546;4540;1771;141;46087
FE003_1;Fibre;FE;2741614;254;389;0;0;0;0;874;60;1155;3353;195931;3129;0;0;52272
FE003_2;Fibre;FE;2807549;249;358;0;0;0;0;978;0;1490;3465;206342;2722;0;0;52638
FE003_3;Fibre;FE;2868704;257;414;0;0;0;0;921;18;2026;3473;209717;2667;0;0;53213
FE004_1;Fibre;FE;2796428;1190;1381;0;0;0;0;1687;489;3728;6348;353298;3949;0;0;71377
FE004_2;Fibre;FE;2759764;1119;1425;0;0;0;0;1844;541;3570;6775;380119;4983;0;0;70872
FE004_3;Fibre;FE;2834587;1116;1390;0;0;0;0;1996;675;3682;6845;430792;5975;0;0;73838
FE005_1;Fibre;FE;2817135;773;1086;0;0;0;0;1078;151;1727;4961;424867;6642;2952;0;55500
FE005_2;Fibre;FE;2749758;587;977;0;0;0;0;1059;96;1838;5052;387844;6652;2528;0;53433
FE005_3;Fibre;FE;3003849;778;1087;0;0;0;0;1160;62;1837;5252;473438;7573;2883;0;62088
FE006_1;Fibre;FE;3091922;733;1012;0;0;0;0;1139;0;1257;3185;247108;5128;0;0;54401
FE006_2;Fibre;FE;2839300;740;1050;0;0;0;0;1195;0;1337;2732;224402;4651;0;0;51026
FE006_3;Fibre;FE;2669546;799;1051;0;0;0;0;1139;0;1217;2562;227071;4345;0;0;49830
FE007_1;Fibre;FE;2881107;832;1124;0;0;0;0;1535;0;2946;2210;247795;3999;1871;0;58078
FE007_2;Fibre;FE;2844937;904;1218;0;0;0;0;1608;0;2213;2455;240890;4298;1421;0;62925
FE007_3;Fibre;FE;2828964;889;1137;0;0;0;0;1464;0;1978;2343;217335;3938;1180;0;52706
FE008_1;Fibre;FE;2915467;1237;1416;0;0;0;0;1622;113;2511;7915;344178;5167;0;0;57477
FE008_2;Fibre;FE;2903065;1329;1631;0;0;0;0;1788;162;2501;8538;399221;6138;0;0;57070
FE008_3;Fibre;FE;2964748;1239;1427;0;0;0;0;1693;142;2674;9652;405710;5935;0;0;64617
FE009_1;Fibre;FE;2480356;941;981;0;0;0;0;1076;260;1702;4101;450883;5992;4696;0;45356
FE009_2;Fibre;FE;2216854;649;698;0;0;0;0;1127;258;1482;3802;356001;5843;3809;0;48084
FE009_3;Fibre;FE;2216158;765;825;0;0;0;0;1089;325;1552;3569;373034;6749;4164;0;45332
FE013_1;Fibre;FE;2276521;589;786;0;0;0;0;469;0;939;2122;173972;4367;0;0;45583
FE013_2;Fibre;FE;2276739;788;896;0;0;0;0;532;18;1019;2323;205825;5388;211;0;49140
FE013_3;Fibre;FE;2327566;707;854;0;0;0;0;567;18;1218;2628;211406;5716;0;0;50451
FE014_1;Fibre;FE;2135999;800;860;0;0;0;0;433;0;993;1894;139629;4023;0;0;33800
FE014_2;Fibre;FE;2196786;789;995;0;0;0;0;541;0;866;1849;127693;4458;0;0;39502
FE014_3;Fibre;FE;2339733;797;1065;0;0;0;0;472;0;981;2277;144012;4921;0;195;39107
FE015_1;Fibre;FE;2337891;706;660;0;0;0;0;1356;175;2382;4975;282027;5739;2632;468;34795
FE015_2;Fibre;FE;2178434;778;862;0;0;0;0;1295;162;2264;4901;253525;5750;2177;0;34925
FE015_3;Fibre;FE;2130007;726;753;0;0;0;0;1504;193;2902;4623;300238;6868;3041;361;33906
FE016_1;Fibre;FE;2148243;313;335;0;0;0;0;766;0;1656;3302;132156;4298;0;0;33723
FE016_2;Fibre;FE;2179266;311;347;0;0;0;0;711;121;1489;3019;140982;4680;0;0;33302
FE016_3;Fibre;FE;2310660;331;480;0;0;0;0;795;206;1729;3382;141357;4731;842;0;33754
UB001_1;Fibre;UB;2224207;713;642;0;0;0;790;646;0;1790;4383;133663;3993;0;0;24517
UB001_2;Fibre;UB;2180111;546;635;0;0;0;669;657;0;1465;4360;126450;4135;0;0;21347
UB001_3;Fibre;UB;2206321;635;694;0;0;0;828;836;0;1518;4428;134006;4007;0;0;23170
UB002_1;Fibre;UB;2026816;417;474;0;0;0;0;1005;51;2166;2184;149427;17922;676;135;21095
UB002_2;Fibre;UB;2027948;429;504;0;0;0;160;1047;65;2627;2316;144911;17775;656;0;20518
UB002_3;Fibre;UB;2040638;512;659;0;0;0;146;1304;118;2975;2797;161472;19802;803;0;22394
UB003_1;Fibre;UB;2075220;1049;1136;0;0;0;160;522;0;1708;4771;118579;14820;769;110;24889
UB003_2;Fibre;UB;2093301;1130;1191;0;0;0;0;591;19;1601;4296;117265;15203;510;209;25387
UB003_3;Fibre;UB;2080633;1003;983;0;0;0;0;509;90;1736;4310;117379;14759;772;0;23211
UB004_1;Fibre;UB;2098476;3494;3326;0;0;0;386;699;379;2709;4767;258873;42658;1815;289;16079
UB004_2;Fibre;UB;2135690;3294;3095;0;0;0;0;669;331;2572;4421;240646;41174;1937;347;17267
UB004_3;Fibre;UB;2133078;3448;3349;0;0;0;369;772;415;2766;4616;257950;43472;2005;0;16865
UB005_1;Fibre;UB;2199544;1930;1838;0;0;0;173;295;0;670;2142;189521;2470;1591;0;19952
UB005_2;Fibre;UB;2152680;1968;1876;0;0;0;219;291;0;714;1878;187839;2244;1723;0;19325
UB005_3;Fibre;UB;2103036;1730;1618;0;0;0;0;266;0;605;2034;179667;2027;1547;0;19410
UB006_1;Fibre;UB;2148650;1176;1283;0;0;0;289;1189;256;4501;5860;85338;62988;1052;663;26858
UB006_2;Fibre;UB;2075989;1122;1386;0;0;0;0;1348;254;4728;5603;76091;59678;1158;0;26663
UB006_3;Fibre;UB;2072697;1110;1259;0;0;0;0;1264;170;4661;5326;69419;57451;774;0;26205
UB007_1;Fibre;UB;2099587;942;1066;0;0;0;766;1843;218;4286;7246;117786;12460;0;0;30222
UB007_2;Fibre;UB;2077976;809;1021;0;0;0;670;1703;156;3880;7241;109862;11338;0;0;31070
UB007_3;Fibre;UB;2081747;767;919;0;0;0;694;1747;102;4092;6773;118969;11258;0;0;28303
UB008_1;Fibre;UB;2060951;1253;1296;0;0;0;0;312;0;1075;2789;67424;12358;0;0;18663
UB008_2;Fibre;UB;2083951;1425;1405;0;0;0;0;302;0;840;2588;70595;13491;0;0;20983
UB008_3;Fibre;UB;2122488;1420;1361;0;0;0;300;272;18;996;3203;71769;14310;0;0;19785
UB009_1;Fibre;UB;2113992;945;915;0;0;0;0;390;1587;1593;2845;160098;33867;1268;0;29824
UB009_2;Fibre;UB;2103065;912;850;0;0;0;0;444;1556;1302;2540;157815;32772;1191;0;28440
UB009_3;Fibre;UB;2068437;852;877;0;0;0;0;435;1554;1344;2809;158619;33665;927;358;28837
UB010_1;Fibre;UB;2289168;711;821;0;0;0;660;1408;183;3756;9528;73990;24766;0;251;32184
UB010_2;Fibre;UB;2280707;667;796;0;0;0;772;1463;125;4003;9056;81803;25884;0;276;33903
UB010_3;Fibre;UB;2312647;808;833;0;0;0;659;1510;154;4154;9694;83344;27906;0;0;34932
UB011_1;Fibre;UB;2291038;641;676;0;0;0;0;1041;409;3974;6153;66619;40737;0;552;22799
UB011_2;Fibre;UB;2295618;794;771;0;0;0;0;1219;507;3725;7202;75445;46042;0;623;22813
UB011_3;Fibre;UB;2368705;732;798;0;0;0;0;1202;429;4200;7215;76084;44738;0;565;23781
UB012_1;Fibre;UB;2319346;956;900;0;0;0;1021;492;202;2184;5151;145412;24983;1262;579;25402
UB012_2;Fibre;UB;2373984;965;1059;0;0;0;1091;596;197;1979;5821;158492;27803;1527;0;32451
UB012_3;Fibre;UB;2397115;844;812;0;0;0;704;506;211;2218;6172;151989;26328;1284;273;29931
UB013_1;Fibre;UB;2275164;651;656;0;0;0;0;898;0;2465;5173;136026;1544;0;18;34221
UB013_2;Fibre;UB;2156305;612;683;0;0;0;213;978;0;1989;5807;129644;1270;0;0;34688
UB013_3;Fibre;UB;2185621;589;658;0;0;0;0;969;0;2226;6058;143982;1468;0;0;34577
UB014_1;Fibre;UB;2225289;421;439;0;0;0;0;370;0;2277;8036;115642;11047;0;0;28825
UB014_2;Fibre;UB;2243800;501;475;0;0;0;0;453;0;2120;7845;105050;10813;0;181;29039
UB014_3;Fibre;UB;2286940;553;582;0;0;0;282;519;0;2481;8344;112402;12074;0;184;33767
UB015_1;Fibre;UB;2254507;1224;1044;0;0;0;0;410;251;1417;4038;123151;16054;446;0;26397
UB015_2;Fibre;UB;2238028;1107;1016;0;0;0;0;454;263;1274;4212;127871;17253;486;0;29031
UB015_3;Fibre;UB;2204850;1104;1065;0;0;0;333;467;241;1719;4718;128326;16401;0;204;27604
UB016_1;Fibre;UB;2314651;515;92;0;0;0;607;2004;267;7273;10517;304826;28711;1515;825;29086
UB016_2;Fibre;UB;2254072;586;522;0;0;0;727;2069;260;6646;10959;296955;28434;1173;644;26874
UB016_3;Fibre;UB;2286725;426;512;0;0;0;590;1941;268;6637;11358;307952;28537;1841;550;27696
KO001_1;Fibre;KO;2208755;403;365;0;0;0;0;489;0;1748;4976;246477;2615;1068;0;46863
KO001_2;Fibre;KO;2123835;347;396;0;0;0;101;464;0;1287;3824;203219;2107;681;0;39038
KO001_3;Fibre;KO;2116117;342;411;0;0;0;0;497;0;1402;3945;194819;2141;875;0;40269
KO002_1;Fibre;KO;2160155;494;586;0;0;0;100;2477;560;6315;11811;346977;26094;561;1138;28940
KO002_2;Fibre;KO;2219856;409;482;0;0;0;0;2218;620;7137;13122;389723;28698;861;1297;34175
KO002_3;Fibre;KO;2157407;575;580;0;0;0;0;2346;596;7131;13129;397070;30419;608;1475;32038
KO003_1;Fibre;KO;2229678;753;698;0;0;0;522;265;159;852;2535;120375;17714;408;0;30914
KO003_2;Fibre;KO;2197258;768;754;0;0;0;445;254;163;1086;2859;115336;17883;520;216;33812
KO003_3;Fibre;KO;2223970;950;877;0;0;0;481;298;103;799;2445;123222;19657;584;0;34142
KO004_1;Fibre;KO;2309662;762;656;0;0;0;280;1170;113;2930;7629;217325;20810;630;474;38087
KO004_2;Fibre;KO;2244140;553;582;0;0;0;0;888;108;2770;7810;215120;20074;783;492;33658
KO004_3;Fibre;KO;2228226;606;708;0;0;0;0;931;90;2549;6860;211424;19588;673;0;31665
KO005_1;Fibre;KO;2322235;395;509;0;0;0;0;2358;130;6319;13528;292158;25423;1590;522;33795
KO005_2;Fibre;KO;2294777;446;562;0;0;0;0;2170;178;6070;13013;285426;25562;1308;341;32198
KO005_3;Fibre;KO;2326556;449;582;0;0;0;0;2198;148;7188;14583;287458;26165;1341;0;32102
KO006_1;Fibre;KO;2390884;929;1115;0;0;0;767;674;0;1841;4907;271002;3506;713;0;37087
KO006_2;Fibre;KO;2399579;833;886;0;0;0;662;526;0;1517;5125;273725;3530;0;47;34353
KO006_3;Fibre;KO;2350242;757;862;0;0;0;0;527;21;1771;4691;290022;3319;711;0;32615
KO007_1;Fibre;KO;2089875;951;1270;0;0;0;0;1307;618;5500;8178;216043;104315;993;1819;32148
KO007_2;Fibre;KO;2129125;1034;1343;0;0;0;0;1599;630;6238;8956;233297;115839;1159;1431;35153
KO007_3;Fibre;KO;2154502;1149;1583;0;0;0;0;1615;692;7386;9671;256827;124872;1743;2217;34700
KO008_1;Fibre;KO;2198034;1311;1416;0;0;0;0;411;0;1284;3883;168033;3687;0;0;38485
KO008_2;Fibre;KO;2127074;1369;1401;0;0;0;0;441;0;1247;3613;168035;2966;0;0;36693
KO008_3;Fibre;KO;2153160;1282;1355;0;0;0;0;500;0;1362;4011;159971;2613;0;0;36103
KO009_1;Fibre;KO;1167211;346;451;0;0;0;0;0;0;0;460;52292;395;0;0;0
KO009_2;Fibre;KO;1180104;439;485;0;0;0;0;0;0;0;0;60277;597;0;0;0
KO009_3;Fibre;KO;1189599;441;483;0;0;0;0;0;0;0;897;71148;770;0;0;0
KO010_1;Fibre;KO;1223269;1287;1209;0;0;0;18;125;390;327;1396;80616;13608;0;0;12553
KO010_2;Fibre;KO;1199942;1268;1151;0;0;0;0;176;555;352;1048;83157;14781;593;0;11367
KO010_3;Fibre;KO;1215992;1729;1466;0;0;0;0;182;487;452;1255;87259;16422;451;0;12611
KO011_1;Fibre;KO;1244632;263;336;0;0;0;100;340;0;573;1288;61789;1118;226;107;15052
KO011_2;Fibre;KO;1242325;224;243;0;0;0;151;334;0;637;1339;57327;986;171;0;16013
KO011_3;Fibre;KO;1239829;243;321;0;0;0;175;364;0;562;1429;60288;939;291;18;15280
KO012_1;Fibre;KO;1299605;894;732;0;0;0;110;1106;176;3159;4178;186520;25084;0;0;14888
KO012_2;Fibre;KO;1278667;760;800;0;0;0;0;1205;186;3522;5068;206145;27802;338;0;16373
KO012_3;Fibre;KO;1361933;874;797;0;0;0;0;1311;230;3678;5768;225775;30264;433;233;18737
KO013_1;Fibre;KO;1336812;564;545;0;0;0;54;1952;173;5030;11377;166723;49552;0;1481;15086
KO013_2;Fibre;KO;1344854;490;523;0;0;0;0;1979;155;5060;9616;140883;45349;538;1586;15020
KO013_3;Fibre;KO;1332730;490;490;0;0;0;0;1500;124;5521;9404;137878;44799;618;1714;14654
KO014_1;Fibre;KO;1386798;996;948;0;0;0;0;223;0;993;3427;218169;3963;2293;102;17185
KO014_2;Fibre;KO;1336494;783;769;0;0;0;0;187;0;806;2697;187442;3624;1316;90;15960
KO014_3;Fibre;KO;1352247;767;762;0;0;0;0;194;0;991;3011;199219;4420;2259;0;14806
KO015_1;Fibre;KO;1342851;636;677;0;0;0;0;487;275;2035;3806;79131;66524;552;1334;15406
KO015_2;Fibre;KO;1366457;565;685;0;0;0;0;386;347;2114;4117;76940;71301;729;1797;16422
KO015_3;Fibre;KO;1406298;634;645;0;0;0;0;499;316;2391;4618;73040;77385;0;2005;19130
KO016_1;Fibre;KO;1435648;233;317;0;0;0;229;835;138;2288;2713;64749;29466;0;1456;25026
KO016_2;Fibre;KO;1331242;238;272;0;0;0;177;657;63;2131;2240;65845;26070;0;1565;23646
KO016_3;Fibre;KO;1399017;336;383;0;0;0;211;787;85;2273;3038;62822;30470;0;1353;24954
